x,y
3.3630,-0.2750
3.3630,-0.2700
3.3630,-0.2650
3.3630,-0.2600
3.3580,-0.2550
3.3580,-0.2500
3.3580,-0.2450
3.3580,-0.2400
3.3580,-0.2350
3.3530,-0.2300
3.3530,-0.2250
3.3530,-0.2200
3.3530,-0.2150
3.3530,-0.2100
3.3480,-0.2050
3.3480,-0.2000
3.3480,-0.1950
3.3480,-0.1900
3.3430,-0.1850
3.3430,-0.1800
3.3430,-0.1750
3.3430,-0.1700
3.3380,-0.1650
3.3380,-0.1600
3.3380,-0.1550
3.3380,-0.1500
3.3330,-0.1450
3.3280,-0.1400
3.3280,-0.1350
3.3280,-0.1300
3.3280,-0.1250
3.3230,-0.1200
3.3230,-0.1150
3.3230,-0.1100
3.3230,-0.1050
3.3180,-0.1000
3.3180,-0.0950
3.3180,-0.0900
3.3180,-0.0850
3.3180,-0.0800
3.3180,-0.0750
3.3130,-0.0700
3.3130,-0.0650
3.3130,-0.0600
3.3130,-0.0550
3.3080,-0.0500
3.3080,-0.0450
3.3080,-0.0400
3.3080,-0.0350
3.3030,-0.0300
3.3030,-0.0250
3.3030,-0.0200
3.3030,-0.0150
3.2980,-0.0100
3.2980,-0.0050
3.2980,0.0000
3.2980,0.0050
3.2930,0.0100
3.2930,0.0150
3.2930,0.0200
3.2930,0.0250
3.2880,0.0300
3.2880,0.0350
3.2880,0.0400
3.2880,0.0450
3.2880,0.0500
3.2830,0.0550
3.2830,0.0600
3.2830,0.0650
3.2830,0.0700
3.2780,0.0750
3.2780,0.0800
3.2780,0.0850
3.2730,0.0900
3.2730,0.0950
3.2680,0.1000
3.2680,0.1050
3.2680,0.1100
3.2630,0.1150
3.2630,0.1200
3.2580,0.1250
3.2530,0.1300
3.2530,0.1350
3.2480,0.1400
3.2480,0.1450
3.2430,0.1500
3.2380,0.1500
3.2330,0.1550
3.2280,0.1600
3.2230,0.1650
3.2180,0.1700
3.2130,0.1750
3.2080,0.1750
3.2030,0.1800
3.1980,0.1800
3.1930,0.1800
3.1880,0.1800
3.1830,0.1800
3.1780,0.1800
3.1730,0.1800
3.1680,0.1800
3.1630,0.1850
3.1580,0.1850
3.1530,0.1850
3.1480,0.1850
3.1430,0.1850
3.1380,0.1850
3.1330,0.1850
3.1280,0.1850
3.1230,0.1900
3.1180,0.1900
3.1130,0.1900
3.1080,0.1900
3.1030,0.1900
3.0980,0.1900
3.0930,0.1900
3.0880,0.1900
3.0830,0.1900
3.0780,0.1900
3.0730,0.1900
3.0680,0.1900
3.0630,0.1900
3.0580,0.1900
3.0530,0.1900
3.0480,0.1900
3.0430,0.1900
3.0380,0.1900
3.0330,0.1900
3.0280,0.1900
3.0230,0.1900
3.0180,0.1900
3.0130,0.1900
3.0080,0.1900
3.0030,0.1900
2.9980,0.1900
2.9930,0.1900
2.9880,0.1950
2.9830,0.1950
2.9780,0.1900
2.9730,0.1900
2.9680,0.1900
2.9630,0.1900
2.9580,0.1900
2.9530,0.1900
2.9480,0.1900
2.9430,0.1900
2.9380,0.1900
2.9330,0.1900
2.9280,0.1900
2.9230,0.1900
2.9180,0.1900
2.9130,0.1900
2.9080,0.1900
2.9030,0.1900
2.8980,0.1900
2.8930,0.1900
2.8880,0.1900
2.8830,0.1900
2.8780,0.1900
2.8730,0.1900
2.8680,0.1900
2.8630,0.1900
2.8580,0.1900
2.8530,0.1900
2.8480,0.1900
2.8430,0.1900
2.8380,0.1900
2.8330,0.1850
2.8280,0.1850
2.8230,0.1850
2.8180,0.1850
2.8130,0.1850
2.8080,0.1850
2.8030,0.1850
2.7980,0.1850
2.7930,0.1850
2.7880,0.1850
2.7830,0.1850
2.7780,0.1850
2.7730,0.1850
2.7680,0.1850
2.7630,0.1800
2.7580,0.1800
2.7530,0.1800
2.7480,0.1800
2.7430,0.1800
2.7380,0.1800
2.7330,0.1800
2.7280,0.1800
2.7230,0.1800
2.7180,0.1800
2.7130,0.1800
2.7080,0.1800
2.7030,0.1800
2.6980,0.1800
2.6930,0.1800
2.6880,0.1800
2.6830,0.1800
2.6780,0.1750
2.6730,0.1750
2.6680,0.1750
2.6630,0.1750
2.6580,0.1750
2.6530,0.1750
2.6480,0.1750
2.6430,0.1750
2.6380,0.1750
2.6330,0.1750
2.6280,0.1750
2.6230,0.1750
2.6180,0.1750
2.6130,0.1750
2.6080,0.1750
2.6030,0.1750
2.5980,0.1750
2.5930,0.1750
2.5880,0.1750
2.5830,0.1700
2.5780,0.1700
2.5730,0.1700
2.5680,0.1700
2.5630,0.1700
2.5580,0.1700
2.5530,0.1700
2.5480,0.1700
2.5430,0.1700
2.5380,0.1700
2.5330,0.1700
2.5280,0.1700
2.5230,0.1700
2.5180,0.1700
2.5130,0.1700
2.5080,0.1700
2.5030,0.1700
2.4980,0.1700
2.4930,0.1700
2.4880,0.1700
2.4830,0.1700
2.4780,0.1700
2.4730,0.1700
2.4680,0.1700
2.4630,0.1700
2.4580,0.1700
2.4530,0.1650
2.4480,0.1650
2.4430,0.1650
2.4380,0.1650
2.4330,0.1650
2.4280,0.1650
2.4230,0.1600
2.4180,0.1600
2.4130,0.1600
2.4080,0.1600
2.4030,0.1600
2.3980,0.1600
2.3930,0.1600
2.3880,0.1550
2.3830,0.1550
2.3780,0.1550
2.3730,0.1550
2.3680,0.1550
2.3630,0.1550
2.3580,0.1550
2.3530,0.1550
2.3480,0.1550
2.3430,0.1550
2.3380,0.1550
2.3330,0.1500
2.3280,0.1500
2.3230,0.1500
2.3180,0.1500
2.3130,0.1500
2.3080,0.1500
2.3030,0.1500
2.2980,0.1500
2.2930,0.1500
2.2880,0.1500
2.2830,0.1500
2.2780,0.1500
2.2730,0.1500
2.2680,0.1450
2.2630,0.1450
2.2580,0.1450
2.2530,0.1450
2.2480,0.1450
2.2430,0.1450
2.2380,0.1450
2.2330,0.1450
2.2280,0.1450
2.2230,0.1450
2.2180,0.1450
2.2130,0.1450
2.2080,0.1450
2.2030,0.1400
2.1980,0.1400
2.1930,0.1400
2.1880,0.1400
2.1830,0.1400
2.1780,0.1400
2.1730,0.1400
2.1680,0.1400
2.1630,0.1350
2.1580,0.1350
2.1530,0.1350
2.1480,0.1350
2.1430,0.1350
2.1380,0.1350
2.1330,0.1350
2.1280,0.1350
2.1230,0.1350
2.1180,0.1350
2.1130,0.1350
2.1080,0.1350
2.1030,0.1350
2.0980,0.1350
2.0930,0.1350
2.0880,0.1300
2.0830,0.1300
2.0780,0.1300
2.0730,0.1300
2.0680,0.1300
2.0630,0.1300
2.0580,0.1300
2.0530,0.1300
2.0480,0.1300
2.0430,0.1300
2.0380,0.1300
2.0330,0.1300
2.0280,0.1300
2.0230,0.1300
2.0180,0.1300
2.0130,0.1300
2.0080,0.1300
2.0030,0.1300
1.9980,0.1300
1.9930,0.1300
1.9880,0.1300
1.9830,0.1250
1.9780,0.1250
1.9730,0.1250
1.9680,0.1250
1.9630,0.1250
1.9580,0.1250
1.9530,0.1250
1.9480,0.1250
1.9430,0.1250
1.9380,0.1250
1.9330,0.1250
1.9280,0.1250
1.9230,0.1250
1.9180,0.1250
