x,y
3.1290,-5.7020
3.1380,-5.6930
3.1470,-5.6840
3.1470,-5.6750
3.1560,-5.6660
3.1560,-5.6570
3.1650,-5.6480
3.1650,-5.6390
3.1740,-5.6300
3.1830,-5.6210
3.1830,-5.6120
3.1920,-5.6030
3.1920,-5.5940
3.1920,-5.5850
3.2010,-5.5760
3.2010,-5.5670
3.2010,-5.5580
3.2010,-5.5490
3.2100,-5.5400
3.2100,-5.5310
3.2190,-5.5220
3.2190,-5.5130
3.2280,-5.5040
3.2280,-5.4950
3.2280,-5.4860
3.2370,-5.4770
3.2370,-5.4680
3.2460,-5.4590
3.2460,-5.4500
3.2550,-5.4410
3.2550,-5.4320
3.2640,-5.4230
3.2640,-5.4140
3.2730,-5.4050
3.2730,-5.3960
3.2820,-5.3870
3.2820,-5.3780
3.2820,-5.3690
3.2820,-5.3600
3.2910,-5.3510
3.2910,-5.3420
3.3000,-5.3330
3.3000,-5.3240
3.3000,-5.3150
3.3090,-5.3060
3.3090,-5.2970
3.3090,-5.2880
3.3090,-5.2790
3.3090,-5.2700
3.3090,-5.2610
3.3090,-5.2520
3.3090,-5.2430
3.3180,-5.2340
3.3180,-5.2250
3.3180,-5.2160
3.3180,-5.2070
3.3180,-5.1980
3.3270,-5.1890
3.3270,-5.1800
3.3270,-5.1710
3.3270,-5.1620
3.3270,-5.1530
3.3360,-5.1440
3.3360,-5.1350
3.3360,-5.1260
3.3450,-5.1170
3.3540,-5.1080
3.3540,-5.0990
3.3630,-5.0900
3.3630,-5.0810
3.3720,-5.0720
3.3720,-5.0630
3.3810,-5.0540
3.3810,-5.0450
3.3900,-5.0360
3.3900,-5.0270
3.3900,-5.0180
3.3900,-5.0090
3.3900,-5.0000
3.3990,-4.9910
3.3990,-4.9820
3.3990,-4.9730
3.3990,-4.9640
3.4080,-4.9550
3.4080,-4.9460
3.4170,-4.9370
3.4170,-4.9280
3.4170,-4.9190
3.4170,-4.9100
3.4170,-4.9010
3.4170,-4.8920
3.4170,-4.8830
3.4170,-4.8740
3.4170,-4.8650
3.4170,-4.8560
3.4170,-4.8470
3.4170,-4.8380
3.4170,-4.8290
3.4170,-4.8200
3.4170,-4.8110
3.4170,-4.8020
3.4170,-4.7930
3.4260,-4.7840
3.4260,-4.7750
3.4260,-4.7660
3.4260,-4.7570
3.4260,-4.7480
3.4260,-4.7390
3.4260,-4.7300
3.4260,-4.7210
3.4260,-4.7120
3.4350,-4.7030
3.4350,-4.6940
3.4350,-4.6850
3.4350,-4.6760
3.4350,-4.6670
3.4350,-4.6580
3.4350,-4.6490
3.4350,-4.6400
3.4350,-4.6310
3.4350,-4.6220
3.4350,-4.6130
3.4350,-4.6040
3.4350,-4.5950
3.4350,-4.5860
3.4350,-4.5770
3.4350,-4.5680
3.4350,-4.5590
3.4350,-4.5500
3.4350,-4.5410
